,0
5990,['soda']
5991,"['pork', 'specialty vegetables', 'bottled water', 'soda', 'bottled beer']"
5992,"['rolls/buns', 'bottled water', 'dental care', 'shopping bags']"
5993,"['domestic eggs', 'salty snack', 'popcorn', 'napkins']"
5994,"['whole milk', 'jam', 'canned fish', 'waffles']"
5995,['candy']
5996,"['pork', 'other vegetables', 'curd', 'whipped/sour cream', 'brown bread', 'oil', 'sugar', 'ketchup', 'salty snack']"
5997,"['frankfurter', 'meat', 'pip fruit', 'ice cream', 'brown bread', 'pickled vegetables', 'jam', 'canned fish', 'liquor', 'waffles', 'newspapers']"
5998,"['ham', 'UHT-milk']"
5999,['salty snack']
6000,"['whole milk', 'cake bar']"
6001,['canned beer']
6002,['newspapers']
6003,"['hard cheese', 'rolls/buns', 'sugar', 'candy']"
6004,"['tropical fruit', 'root vegetables', 'whole milk', 'butter', 'chocolate']"
6005,"['yogurt', 'margarine', 'fruit/vegetable juice', 'shopping bags']"
6006,"['tropical fruit', 'whole milk', 'processed cheese', 'brown bread', 'flour', 'sugar', 'sauces', 'pet care']"
6007,"['whole milk', 'yogurt']"
6008,"['ice cream', 'canned beer']"
6009,['bottled beer']
6010,"['citrus fruit', 'newspapers']"
6011,"['hamburger meat', 'citrus fruit', 'whole milk', 'butter', 'yogurt', 'cat food', 'hygiene articles', 'shopping bags']"
6012,"['frozen fish', 'sugar', 'cake bar', 'chocolate marshmallow', 'candy']"
6013,['frozen vegetables']
6014,"['tropical fruit', 'whole milk', 'soda', 'red/blush wine']"
6015,"['citrus fruit', 'onions', 'yogurt', 'sliced cheese', 'rolls/buns', 'bottled beer', 'shopping bags']"
6016,"['sausage', 'other vegetables', 'curd', 'yogurt', 'soft cheese', 'brown bread', 'fruit/vegetable juice', 'chewing gum']"
6017,"['whipped/sour cream', 'frozen vegetables', 'hygiene articles']"
6018,"['sausage', 'packaged fruit/vegetables', 'whole milk', 'dessert', 'beverages', 'frozen vegetables', 'domestic eggs', 'brown bread', 'pastry', 'margarine', 'mustard', 'coffee', 'soda', 'bottled beer']"
6019,"['yogurt', 'beverages', 'frozen meals', 'long life bakery product']"
6020,"['pastry', 'soda']"
6021,"['pork', 'white bread', 'make up remover', 'napkins']"
6022,"['curd', 'dog food', 'bottled beer']"
6023,"['sausage', 'rolls/buns', 'soda']"
6024,"['sausage', 'rolls/buns', 'fruit/vegetable juice']"
6025,"['berries', 'pastry', 'seasonal products', 'shopping bags']"
6026,"['root vegetables', 'herbs', 'other vegetables', 'candy', 'seasonal products', 'shopping bags']"
6027,['rolls/buns']
6028,"['domestic eggs', 'soda', 'cake bar']"
6029,"['tidbits', 'rolls/buns', 'instant coffee', 'soda', 'waffles']"
6030,"['curd', 'rolls/buns', 'long life bakery product']"
6031,['hygiene articles']
6032,"['spread cheese', 'rolls/buns', 'canned fish']"
6033,"['berries', 'yogurt', 'misc. beverages', 'canned beer', 'liquor', 'cake bar']"
6034,"['coffee', 'soda']"
6035,"['other vegetables', 'whole milk', 'rolls/buns']"
6036,"['frankfurter', 'other vegetables', 'whole milk', 'coffee', 'hygiene articles']"
6037,"['sausage', 'citrus fruit', 'whole milk', 'pastry', 'bottled water', 'soda', 'bottled beer', 'canned beer']"
6038,['ice cream']
6039,"['frankfurter', 'soft cheese', 'rolls/buns', 'canned beer']"
6040,"['dessert', 'fruit/vegetable juice', 'long life bakery product', 'waffles']"
6041,['ham']
6042,"['semi-finished bread', 'long life bakery product', 'waffles', 'detergent', 'newspapers', 'shopping bags']"
6043,"['whole milk', 'whipped/sour cream']"
6044,"['root vegetables', 'yogurt', 'cat food', 'coffee', 'cling film/bags']"
6045,"['beef', 'rolls/buns', 'canned beer', 'napkins']"
6046,"['citrus fruit', 'pip fruit', 'white bread', 'brown bread', 'pastry', 'waffles']"
6047,['citrus fruit']
6048,['bottled water']
6049,"['pork', 'other vegetables', 'whole milk', 'yogurt', 'frozen fish', 'rolls/buns', 'roll products ', 'flour', 'specialty fat', 'sugar', 'bottled water', 'soda']"
6050,"['frankfurter', 'whole milk', 'mustard', 'chewing gum']"
6051,"['berries', 'root vegetables', 'whole milk']"
6052,"['bottled beer', 'liquor']"
6053,"['ham', 'yogurt', 'cling film/bags']"
6054,"['whole milk', 'margarine']"
6055,['coffee']
6056,"['chicken', 'beef', 'tropical fruit', 'berries', 'frozen vegetables', 'zwieback', 'dishes']"
6057,"['frankfurter', 'rolls/buns', 'chocolate']"
6058,"['beef', 'butter']"
6059,['canned beer']
6060,['rolls/buns']
6061,"['whole milk', 'soda']"
6062,"['pip fruit', 'whole milk']"
6063,['soda']
6064,['bottled beer']
6065,"['frankfurter', 'rolls/buns', 'soda', 'specialty bar']"
6066,['sausage']
6067,['other vegetables']
6068,"['soda', 'seasonal products']"
6069,"['onions', 'whole milk', 'domestic eggs', 'sugar', 'hygiene articles', 'light bulbs']"
6070,"['root vegetables', 'other vegetables', 'yogurt', 'processed cheese', 'pickled vegetables', 'newspapers']"
6071,['other vegetables']
6072,"['chewing gum', 'specialty chocolate']"
6073,['fruit/vegetable juice']
6074,"['pork', 'berries', 'onions']"
6075,"['dessert', 'spread cheese', 'pastry', 'soda', 'seasonal products']"
6076,"['flour', 'sugar']"
6077,"['tropical fruit', 'pip fruit', 'whole milk', 'flower soil/fertilizer']"
6078,"['pip fruit', 'berries', 'yogurt']"
6079,"['yogurt', 'margarine']"
6080,['ice cream']
6081,['pastry']
6082,"['whole milk', 'cereals']"
6083,"['citrus fruit', 'packaged fruit/vegetables', 'yogurt', 'white wine', 'long life bakery product']"
6084,"['onions', 'whipped/sour cream', 'coffee', 'fruit/vegetable juice', 'flower (seeds)']"
6085,"['berries', 'butter', 'domestic eggs', 'soda', 'red/blush wine']"
6086,['tropical fruit']
6087,"['bottled water', 'white wine']"
6088,"['whole milk', 'margarine']"
6089,['UHT-milk']
6090,"['pork', 'whole milk', 'white bread', 'pastry', 'specialty fat', 'sweet spreads', 'female sanitary products']"
6091,"['pastry', 'soda']"
6092,"['other vegetables', 'whole milk', 'hard cheese', 'long life bakery product', 'cooking chocolate', 'hygiene articles']"
6093,"['frozen meals', 'soda']"
6094,"['root vegetables', 'whole milk', 'curd']"
6095,['soda']
6096,"['chicken', 'root vegetables', 'herbs', 'other vegetables', 'canned beer', 'liquor (appetizer)', 'shopping bags']"
6097,"['dessert', 'frozen meals', 'soda', 'seasonal products']"
6098,"['sausage', 'specialty bar']"
6099,"['other vegetables', 'whole milk', 'yogurt', 'beverages', 'hard cheese', 'fruit/vegetable juice']"
6100,"['soda', 'fruit/vegetable juice']"
6101,"['beef', 'cat food', 'newspapers']"
6102,"['berries', 'packaged fruit/vegetables', 'yogurt', 'rolls/buns', 'misc. beverages']"
6103,"['ham', 'whole milk', 'rolls/buns', 'bottled water', 'white wine']"
6104,"['citrus fruit', 'whipped/sour cream']"
6105,"['berries', 'whipped/sour cream', 'domestic eggs']"
6106,"['meat', 'chicken', 'other vegetables', 'whole milk']"
6107,"['coffee', 'soda', 'canned beer']"
6108,['long life bakery product']
6109,"['whole milk', 'beverages', 'brown bread', 'pastry', 'specialty chocolate']"
6110,"['root vegetables', 'whole milk', 'yogurt', 'brown bread', 'pastry', 'specialty chocolate', 'candy']"
6111,"['pork', 'root vegetables', 'rice', 'sparkling wine', 'hygiene articles', 'newspapers', 'shopping bags']"
6112,"['yogurt', 'domestic eggs']"
6113,['soda']
6114,"['frankfurter', 'sausage', 'brown bread', 'canned fish', 'bottled water', 'canned beer', 'candles']"
6115,['photo/film']
6116,"['tropical fruit', 'dessert', 'soft cheese', 'brown bread', 'shopping bags']"
6117,"['chicken', 'yogurt', 'cream cheese ', 'specialty cheese', 'margarine', 'canned vegetables', 'soda', 'candy', 'hygiene articles', 'dishes']"
6118,"['soda', 'bottled beer', 'shopping bags']"
6119,"['sausage', 'whole milk', 'canned beer']"
6120,"['citrus fruit', 'root vegetables', 'other vegetables', 'ice cream']"
6121,['pastry']
6122,"['root vegetables', 'whole milk', 'butter', 'rice', 'bottled water', 'soda', 'canned beer', 'white wine', 'specialty chocolate', 'detergent', 'decalcifier', 'candles']"
6123,"['hard cheese', 'pasta', 'canned vegetables', 'canned fish', 'soda']"
6124,"['curd', 'flour', 'canned beer']"
6125,"['berries', 'whipped/sour cream', 'coffee', 'bottled water', 'soda', 'white wine', 'salty snack', 'hygiene articles']"
6126,"['cat food', 'canned beer', 'specialty chocolate', 'hygiene articles', 'napkins', 'shopping bags']"
6127,['bottled water']
6128,"['soda', 'nut snack', 'flower (seeds)']"
6129,"['fruit/vegetable juice', 'hygiene articles', 'napkins']"
6130,['brown bread']
6131,"['citrus fruit', 'root vegetables', 'whole milk', 'curd']"
6132,"['whipped/sour cream', 'frozen vegetables', 'newspapers']"
6133,"['yogurt', 'sliced cheese', 'frozen meals']"
6134,"['chicken', 'other vegetables']"
6135,['photo/film']
6136,"['sausage', 'citrus fruit', 'tropical fruit', 'pip fruit', 'grapes', 'bottled water', 'soda', 'bottled beer', 'cake bar']"
6137,"['tropical fruit', 'mustard', 'sauces']"
6138,"['whole milk', 'margarine', 'soda', 'napkins', 'photo/film']"
6139,"['butter', 'curd']"
6140,"['citrus fruit', 'tropical fruit', 'pip fruit', 'UHT-milk', 'frozen fish', 'soda', 'fruit/vegetable juice', 'hygiene articles', 'napkins']"
6141,['pork']
6142,['frozen fish']
6143,['beef']
6144,"['other vegetables', 'UHT-milk', 'canned vegetables', 'bottled water', 'cake bar', 'shopping bags']"
6145,"['chicken', 'packaged fruit/vegetables', 'butter', 'condensed milk', 'rolls/buns']"
6146,['beverages']
6147,['pork']
6148,"['candy', 'photo/film']"
6149,['whole milk']
6150,"['other vegetables', 'frozen vegetables', 'domestic eggs', 'soda', 'canned beer', 'liquor', 'shopping bags']"
6151,['coffee']
6152,"['sausage', 'hamburger meat', 'tropical fruit', 'pip fruit', 'other vegetables', 'sliced cheese', 'hard cheese', 'frozen fish', 'rolls/buns', 'brown bread', 'pastry', 'sauces', 'organic products', 'canned fruit', 'popcorn', 'dental care', 'napkins', 'kitchen towels']"
6153,['bottled beer']
6154,"['soda', 'canned beer', 'chocolate']"
6155,"['frankfurter', 'hamburger meat', 'beverages', 'shopping bags']"
6156,"['whipped/sour cream', 'brown bread']"
6157,"['tropical fruit', 'whole milk', 'candles']"
6158,"['sausage', 'tropical fruit']"
6159,"['rolls/buns', 'specialty chocolate']"
6160,"['other vegetables', 'whole milk', 'frozen potato products', 'brown bread', 'semi-finished bread', 'salt', 'canned vegetables']"
6161,"['citrus fruit', 'other vegetables', 'dessert', 'whipped/sour cream', 'soda']"
6162,"['pastry', 'soda']"
6163,"['citrus fruit', 'yogurt', 'canned fruit']"
6164,['pet care']
6165,"['butter', 'cream cheese ', 'frozen vegetables', 'soda', 'fruit/vegetable juice', 'napkins', 'shopping bags']"
6166,"['citrus fruit', 'tropical fruit', 'onions', 'packaged fruit/vegetables', 'yogurt', 'napkins']"
6167,"['whole milk', 'bottled beer']"
6168,['pork']
6169,"['ham', 'pork', 'whole milk', 'yogurt', 'hard cheese', 'spread cheese', 'rolls/buns', 'white bread', 'brown bread', 'pastry', 'chocolate', 'abrasive cleaner', 'dental care', 'napkins', 'newspapers', 'shopping bags']"
6170,"['soda', 'snack products', 'detergent']"
6171,"['tropical fruit', 'yogurt', 'soda', 'newspapers', 'shopping bags']"
6172,"['ham', 'root vegetables', 'onions', 'herbs', 'cream cheese ', 'zwieback', 'pot plants']"
6173,"['sausage', 'misc. beverages', 'canned beer', 'waffles', 'shopping bags']"
6174,['dishes']
6175,"['other vegetables', 'rolls/buns', 'white wine']"
6176,"['semi-finished bread', 'bottled beer', 'liquor', 'candy']"
6177,"['sausage', 'tropical fruit', 'root vegetables', 'other vegetables', 'curd', 'yogurt', 'sliced cheese', 'cream cheese ', 'specialty cheese', 'frozen vegetables', 'domestic eggs', 'bottled water']"
6178,"['citrus fruit', 'rolls/buns', 'specialty bar']"
6179,['bottled beer']
6180,"['soda', 'misc. beverages', 'candy']"
6181,"['pastry', 'long life bakery product', 'waffles', 'napkins']"
6182,['bottled beer']
6183,['specialty chocolate']
6184,"['soda', 'fruit/vegetable juice']"
6185,['misc. beverages']
6186,['seasonal products']
6187,"['citrus fruit', 'butter', 'yogurt', 'cat food', 'coffee', 'bottled water', 'chocolate', 'specialty chocolate']"
6188,"['yogurt', 'specialty bar']"
6189,"['meat', 'beef', 'root vegetables', 'other vegetables', 'butter', 'yogurt', 'frozen vegetables', 'frozen meals', 'coffee', 'long life bakery product', 'shopping bags']"
6190,"['frankfurter', 'tropical fruit', 'whole milk', 'cream cheese ', 'rolls/buns', 'pet care', 'bottled water', 'napkins', 'dishes', 'shopping bags']"
6191,"['frankfurter', 'onions', 'pickled vegetables']"
6192,['packaged fruit/vegetables']
6193,"['root vegetables', 'yogurt', 'whipped/sour cream', 'beverages', 'hard cheese', 'cream cheese ', 'organic products', 'soda', 'misc. beverages', 'fruit/vegetable juice', 'liquor (appetizer)', 'specialty chocolate', 'shopping bags']"
6194,['pastry']
6195,"['frankfurter', 'packaged fruit/vegetables', 'soft cheese', 'soda']"
6196,"['whole milk', 'butter', 'brown bread', 'pastry', 'sweet spreads', 'soda', 'newspapers']"
6197,"['citrus fruit', 'tropical fruit', 'prosecco']"
6198,"['beef', 'whole milk', 'white bread']"
6199,"['frankfurter', 'sausage', 'root vegetables', 'other vegetables', 'yogurt', 'UHT-milk', 'white bread', 'long life bakery product', 'chocolate', 'specialty bar', 'candy']"
6200,"['pork', 'hamburger meat', 'citrus fruit', 'butter', 'yogurt', 'whipped/sour cream', 'hard cheese', 'frozen vegetables', 'white bread', 'Instant food products', 'fruit/vegetable juice', 'salty snack', 'candy', 'shopping bags']"
6201,"['sausage', 'tropical fruit', 'root vegetables', 'other vegetables', 'cream cheese ', 'pickled vegetables', 'candles']"
6202,"['whipped/sour cream', 'ice cream', 'rolls/buns', 'semi-finished bread', 'soda']"
6203,['coffee']
6204,"['sausage', 'citrus fruit', 'tropical fruit', 'curd', 'dessert', 'processed cheese', 'margarine', 'soda', 'canned beer', 'napkins']"
6205,"['tropical fruit', 'pip fruit']"
6206,"['pork', 'tropical fruit', 'pip fruit', 'processed cheese', 'spread cheese', 'curd cheese', 'bottled beer']"
6207,"['pork', 'citrus fruit', 'dessert', 'whipped/sour cream', 'cream cheese ', 'salty snack', 'dishes']"
6208,['other vegetables']
6209,"['chicken', 'tropical fruit', 'yogurt']"
6210,"['ham', 'beef', 'tropical fruit', 'whole milk', 'curd', 'yogurt', 'rolls/buns', 'ready soups', 'cat food']"
6211,"['root vegetables', 'herbs']"
6212,"['tropical fruit', 'onions', 'other vegetables', 'whole milk', 'butter milk', 'pickled vegetables', 'kitchen towels']"
6213,['soda']
6214,['whole milk']
6215,"['whole milk', 'yogurt', 'hard cheese', 'cream cheese ', 'margarine', 'sugar', 'misc. beverages', 'detergent', 'dishes']"
6216,['bottled beer']
6217,['brown bread']
6218,['bottled beer']
6219,"['dessert', 'canned beer']"
6220,"['sausage', 'whole milk', 'cream cheese ', 'brown bread']"
6221,"['meat', 'rolls/buns']"
6222,"['pip fruit', 'yogurt', 'pastry', 'baking powder', 'long life bakery product']"
6223,"['beef', 'citrus fruit', 'pip fruit', 'yogurt', 'condensed milk', 'cream cheese ', 'white bread', 'dish cleaner', 'hygiene articles', 'dishes', 'shopping bags']"
6224,"['root vegetables', 'other vegetables', 'white bread', 'sparkling wine']"
6225,"['dessert', 'bottled beer', 'candy']"
6226,"['dessert', 'pastry', 'canned beer']"
6227,"['other vegetables', 'whole milk', 'yogurt', 'bottled water', 'liquor (appetizer)']"
6228,"['beverages', 'cat food', 'dish cleaner', 'napkins', 'shopping bags']"
6229,"['frankfurter', 'citrus fruit', 'grapes', 'rolls/buns', 'pastry', 'fruit/vegetable juice', 'chocolate', 'candy', 'shopping bags']"
6230,"['citrus fruit', 'grapes', 'whipped/sour cream', 'flour', 'margarine', 'sugar', 'soups', 'baking powder', 'long life bakery product', 'waffles', 'chocolate', 'specialty bar', 'dish cleaner', 'female sanitary products', 'cling film/bags']"
6231,"['pastry', 'cake bar']"
6232,"['yogurt', 'bottled water', 'syrup', 'specialty bar']"
6233,"['whole milk', 'brown bread', 'soda']"
6234,"['sausage', 'pork', 'citrus fruit', 'bottled water', 'soda', 'misc. beverages', 'canned beer', 'red/blush wine']"
6235,"['pip fruit', 'other vegetables', 'frozen meals']"
6236,"['sausage', 'white bread']"
6237,['bottled water']
6238,"['meat', 'root vegetables', 'whole milk', 'butter', 'processed cheese', 'domestic eggs', 'bottled water', 'soda', 'hygiene articles']"
6239,['finished products']
6240,['other vegetables']
6241,['domestic eggs']
6242,['soda']
6243,"['chicken', 'citrus fruit', 'tropical fruit', 'pip fruit', 'whole milk', 'white bread']"
6244,"['sausage', 'coffee', 'canned beer', 'liquor', 'red/blush wine', 'sparkling wine', 'shopping bags']"
6245,"['soda', 'specialty bar']"
6246,"['whole milk', 'semi-finished bread', 'zwieback', 'soda', 'canned beer']"
6247,['rolls/buns']
6248,['canned beer']
6249,['bottled beer']
6250,"['citrus fruit', 'whole milk', 'yogurt', 'domestic eggs', 'chewing gum']"
6251,['napkins']
6252,"['beef', 'tropical fruit', 'whole milk', 'beverages', 'frozen vegetables']"
6253,['canned beer']
6254,"['ham', 'root vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'hard cheese', 'rolls/buns']"
6255,"['frankfurter', 'meat', 'pork', 'beef', 'berries', 'other vegetables', 'whole milk', 'domestic eggs', 'Instant food products', 'coffee', 'skin care']"
6256,"['yogurt', 'soft cheese', 'rolls/buns', 'specialty bar']"
6257,"['turkey', 'beef', 'root vegetables', 'whole milk']"
6258,['whole milk']
6259,"['yogurt', 'sugar', 'baking powder', 'fruit/vegetable juice', 'newspapers']"
6260,"['chicken', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'pastry']"
6261,"['whole milk', 'domestic eggs', 'bottled water', 'soda', 'shopping bags']"
6262,"['sausage', 'pork', 'other vegetables', 'whole milk', 'coffee']"
6263,"['chicken', 'bottled water']"
6264,"['citrus fruit', 'berries', 'other vegetables', 'whole milk', 'dessert', 'whipped/sour cream', 'cream cheese ', 'bottled water']"
6265,"['tropical fruit', 'other vegetables', 'yogurt']"
6266,['rolls/buns']
6267,"['UHT-milk', 'hygiene articles', 'napkins', 'cling film/bags']"
6268,['candy']
6269,"['pip fruit', 'bottled water', 'white wine', 'newspapers']"
6270,"['whole milk', 'yogurt', 'mustard', 'bottled water', 'newspapers']"
6271,"['coffee', 'shopping bags']"
6272,"['sausage', 'meat', 'brown bread', 'bottled water', 'soda', 'canned beer', 'shopping bags']"
6273,"['citrus fruit', 'other vegetables', 'canned fish', 'bottled water']"
6274,['rolls/buns']
6275,"['whole milk', 'yogurt', 'coffee']"
6276,"['whipped/sour cream', 'rolls/buns']"
6277,"['citrus fruit', 'tropical fruit', 'white bread', 'fruit/vegetable juice', 'napkins', 'shopping bags']"
6278,"['butter milk', 'salt', 'vinegar', 'cat food']"
6279,"['frankfurter', 'beef', 'other vegetables', 'whole milk', 'domestic eggs', 'rolls/buns']"
6280,"['frankfurter', 'butter milk', 'rolls/buns', 'coffee']"
6281,"['beef', 'tropical fruit', 'onions', 'whole milk', 'butter', 'yogurt', 'rolls/buns', 'brown bread', 'sauces', 'canned vegetables', 'bottled water', 'fruit/vegetable juice', 'canned beer', 'long life bakery product', 'specialty chocolate']"
6282,"['chicken', 'root vegetables', 'margarine', 'bottled water', 'soda']"
6283,['canned beer']
6284,"['sausage', 'liver loaf', 'whole milk', 'cream cheese ', 'rolls/buns', 'salt']"
6285,['specialty bar']
6286,['bottled water']
6287,"['chicken', 'other vegetables', 'oil']"
6288,"['whole milk', 'newspapers']"
6289,"['sausage', 'meat', 'tropical fruit', 'other vegetables', 'whole milk', 'yogurt', 'rolls/buns', 'bottled water', 'soda', 'bottled beer', 'newspapers']"
6290,['canned beer']
6291,['rolls/buns']
6292,"['bottled water', 'soda', 'misc. beverages', 'flower soil/fertilizer']"
6293,['soda']
6294,"['chicken', 'citrus fruit', 'root vegetables', 'butter', 'domestic eggs', 'brown bread', 'margarine', 'sweet spreads', 'dental care', 'shopping bags']"
6295,"['beverages', 'rolls/buns']"
6296,['nuts/prunes']
6297,['rolls/buns']
6298,"['other vegetables', 'curd', 'yogurt', 'shopping bags']"
6299,"['packaged fruit/vegetables', 'frozen fish', 'napkins']"
6300,"['sausage', 'rolls/buns', 'newspapers']"
6301,"['pip fruit', 'whole milk', 'yogurt', 'pastry', 'seasonal products', 'male cosmetics']"
6302,"['soda', 'napkins']"
6303,"['liver loaf', 'rolls/buns', 'soda']"
6304,"['pork', 'berries', 'sugar', 'candy', 'dishes']"
6305,"['chicken', 'packaged fruit/vegetables', 'frozen vegetables', 'frozen meals', 'misc. beverages', 'newspapers', 'flower (seeds)']"
6306,"['tropical fruit', 'whole milk', 'butter milk', 'brown bread', 'shopping bags']"
6307,['flower soil/fertilizer']
6308,"['meat', 'butter', 'pastry', 'soda']"
6309,"['sausage', 'hamburger meat', 'tropical fruit', 'whole milk', 'sliced cheese', 'rolls/buns', 'oil', 'Instant food products', 'soda']"
6310,"['citrus fruit', 'other vegetables', 'whole milk', 'domestic eggs', 'soda']"
6311,"['beef', 'other vegetables', 'whole milk', 'yogurt']"
6312,['whole milk']
6313,"['whipped/sour cream', 'domestic eggs', 'salt', 'sugar', 'canned vegetables', 'soda', 'canned beer', 'dish cleaner', 'hygiene articles', 'shopping bags']"
6314,"['chicken', 'whole milk']"
6315,"['chicken', 'hamburger meat', 'onions', 'frozen meals', 'domestic eggs', 'vinegar', 'Instant food products', 'baking powder', 'pudding powder', 'bottled water', 'skin care', 'hygiene articles', 'house keeping products']"
6316,"['bottled water', 'soda']"
6317,"['pork', 'hygiene articles']"
6318,"['ice cream', 'brown bread', 'bottled water', 'soda']"
6319,"['ham', 'other vegetables', 'frozen meals', 'pasta', 'pickled vegetables', 'soda', 'misc. beverages', 'candy']"
6320,"['butter milk', 'whipped/sour cream', 'dog food', 'coffee', 'soda', 'abrasive cleaner', 'newspapers']"
6321,['frankfurter']
6322,"['pork', 'brown bread', 'bottled water', 'soda']"
6323,"['sausage', 'pork', 'tropical fruit', 'other vegetables', 'yogurt', 'frozen vegetables', 'rolls/buns', 'bottled water']"
6324,"['berries', 'other vegetables', 'curd', 'brown bread', 'canned fish', 'chocolate', 'detergent']"
6325,"['sausage', 'citrus fruit', 'yogurt', 'detergent', 'soap']"
6326,['whole milk']
6327,"['other vegetables', 'rolls/buns']"
6328,"['sausage', 'other vegetables', 'rolls/buns', 'canned beer', 'shopping bags']"
6329,"['rolls/buns', 'bottled water', 'canned beer', 'newspapers']"
6330,['yogurt']
6331,"['root vegetables', 'packaged fruit/vegetables', 'pastry']"
6332,"['rolls/buns', 'soda']"
6333,"['herbs', 'packaged fruit/vegetables']"
6334,"['other vegetables', 'whole milk', 'pastry', 'waffles', 'specialty bar', 'shopping bags']"
6335,"['pip fruit', 'whole milk', 'curd', 'yogurt', 'whipped/sour cream', 'rolls/buns', 'oil', 'margarine', 'mustard', 'candles', 'newspapers']"
6336,"['pork', 'root vegetables', 'other vegetables']"
6337,['soda']
6338,"['onions', 'other vegetables', 'UHT-milk', 'condensed milk', 'cream cheese ', 'salt', 'sugar', 'dog food', 'soda']"
6339,['other vegetables']
6340,"['hamburger meat', 'tropical fruit', 'pip fruit', 'grapes', 'berries', 'packaged fruit/vegetables', 'whipped/sour cream', 'coffee', 'cake bar', 'shopping bags']"
6341,['rum']
6342,['shopping bags']
6343,"['other vegetables', 'whole milk']"
6344,"['beef', 'citrus fruit', 'rice', 'dog food', 'soda', 'fruit/vegetable juice', 'dishes', 'shopping bags']"
6345,['root vegetables']
6346,['frankfurter']
6347,"['frankfurter', 'other vegetables', 'whole milk', 'curd', 'frozen fish', 'domestic eggs', 'margarine', 'tea', 'bottled beer', 'canned beer']"
6348,"['ice cream', 'frozen dessert']"
6349,"['pastry', 'soda']"
6350,['chicken']
6351,"['baking powder', 'soda', 'shopping bags']"
6352,"['berries', 'other vegetables']"
6353,['pet care']
6354,['misc. beverages']
6355,"['sausage', 'beef', 'pip fruit', 'whole milk', 'cream cheese ', 'white bread', 'brown bread', 'seasonal products', 'hygiene articles']"
6356,['whipped/sour cream']
6357,"['rolls/buns', 'soda']"
6358,"['fish', 'coffee']"
6359,"['tropical fruit', 'onions']"
6360,"['other vegetables', 'butter milk', 'cream cheese ', 'rolls/buns']"
6361,"['ham', 'processed cheese', 'rolls/buns']"
6362,"['meat', 'chicken', 'pork', 'packaged fruit/vegetables', 'rolls/buns', 'pastry', 'rice', 'fruit/vegetable juice']"
6363,"['margarine', 'flower (seeds)']"
6364,"['sausage', 'rolls/buns', 'specialty chocolate']"
6365,"['citrus fruit', 'tropical fruit', 'butter milk', 'yogurt', 'rolls/buns']"
6366,"['sausage', 'sliced cheese', 'canned beer']"
6367,"['sausage', 'rolls/buns', 'fruit/vegetable juice']"
6368,"['other vegetables', 'rolls/buns', 'soda']"
6369,"['meat', 'other vegetables', 'pickled vegetables', 'coffee', 'liquor', 'long life bakery product', 'newspapers']"
6370,"['soda', 'specialty bar']"
6371,"['sausage', 'pip fruit', 'other vegetables', 'coffee']"
6372,"['pip fruit', 'soft cheese']"
6373,"['tropical fruit', 'margarine']"
6374,"['other vegetables', 'butter milk', 'rolls/buns', 'meat spreads']"
6375,"['pastry', 'soda']"
6376,"['frankfurter', 'rolls/buns', 'soda']"
6377,"['domestic eggs', 'rolls/buns']"
6378,"['rolls/buns', 'canned fish']"
6379,"['citrus fruit', 'pip fruit', 'berries', 'coffee', 'detergent', 'candles', 'shopping bags']"
6380,"['domestic eggs', 'soda', 'hygiene articles']"
6381,"['citrus fruit', 'instant coffee', 'fruit/vegetable juice', 'canned beer', 'chocolate', 'candy', 'house keeping products', 'shopping bags']"
6382,"['citrus fruit', 'butter']"
6383,"['sausage', 'rolls/buns', 'soda']"
6384,"['ice cream', 'brown bread']"
6385,"['citrus fruit', 'other vegetables', 'hard cheese', 'spices', 'coffee', 'canned beer', 'chocolate', 'candy', 'flower (seeds)', 'shopping bags']"
6386,"['pip fruit', 'whole milk', 'newspapers']"
6387,"['citrus fruit', 'whole milk', 'domestic eggs', 'pastry', 'salt', 'oil', 'sugar', 'cocoa drinks']"
6388,"['brown bread', 'bottled beer']"
6389,"['sausage', 'bottled water']"
6390,['canned beer']
6391,"['sausage', 'other vegetables', 'butter', 'pastry', 'soda', 'dishes']"
6392,['canned beer']
6393,"['soda', 'soap']"
6394,"['citrus fruit', 'other vegetables', 'mayonnaise', 'frozen vegetables', 'brown bread', 'pickled vegetables', 'canned fish', 'chocolate marshmallow']"
6395,"['sausage', 'meat', 'whole milk', 'rolls/buns', 'cake bar', 'shopping bags']"
6396,"['other vegetables', 'snack products']"
6397,"['beef', 'root vegetables']"
6398,"['meat', 'turkey', 'onions', 'other vegetables', 'sliced cheese', 'ice cream', 'sauces', 'waffles', 'dishes']"
6399,['canned beer']
6400,['ice cream']
6401,['soda']
6402,['whole milk']
6403,"['pastry', 'canned fish', 'salty snack', 'waffles']"
6404,"['whipped/sour cream', 'curd cheese', 'specialty chocolate', 'abrasive cleaner']"
6405,['chocolate']
6406,"['pork', 'root vegetables', 'beverages', 'white bread', 'sugar']"
6407,['rolls/buns']
6408,"['frankfurter', 'whole milk', 'yogurt', 'tidbits', 'frozen vegetables', 'rolls/buns', 'detergent']"
6409,"['salty snack', 'newspapers', 'photo/film']"
6410,['photo/film']
6411,['photo/film']
6412,"['soda', 'canned beer']"
6413,"['bottled beer', 'canned beer']"
6414,"['frozen meals', 'soda']"
6415,"['citrus fruit', 'dessert', 'seasonal products']"
